meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward
,Move,canvas.Screen,0_1_0_17,down,response,,39275.09999990463,39263.521,39296.6,39620.799999952316,324.19999995231774,39622.09999990463,2021-10-27T16:22:46.843Z,39629.944,1635351725,incremental,ni_sequenzen,NI_Sequenzen,18,,,,,,,,,,
,Move,canvas.Screen,0_1_0_18,down,response,,39626,39613.678,39629.944,39815.299999952316,185.35599995231314,39816.5,2021-10-27T16:22:47.037Z,39829.991,1635351725,incremental,ni_sequenzen,NI_Sequenzen,19,,,,,,,,,,
,Move,canvas.Screen,0_1_0_19,down,response,,39821.09999990463,39813.734,39829.991,39982,152.0089999999982,39983.200000047684,2021-10-27T16:22:47.204Z,39996.924,1635351725,incremental,ni_sequenzen,NI_Sequenzen,20,,,,,,,,,,
,Move,canvas.Screen,0_1_0_20,down,response,,39987.799999952316,39980.765,39996.924,40160.200000047684,163.27600004768465,40161.299999952316,2021-10-27T16:22:47.382Z,40180.155,1635351725,incremental,ni_sequenzen,NI_Sequenzen,21,,,,,,,,,,
,Move,canvas.Screen,0_1_0_21,left,response,,40166.40000009537,40163.7,40180.155,40565.59999990463,385.44499990463373,40566.09999990463,2021-10-27T16:22:47.787Z,40580.29,1635351725,incremental,ni_sequenzen,NI_Sequenzen,22,,,,,,,,,,
,Move,canvas.Screen,0_1_0_22,left,response,,40567.5,40563.48,40580.29,40869,288.7099999999991,40869.59999990463,2021-10-27T16:22:48.090Z,40880.295,1635351725,incremental,ni_sequenzen,NI_Sequenzen,23,,,,,,,,,,
,Move,canvas.Screen,0_1_0_23,left,response,,40871.40000009537,40863.964,40880.295,41199,318.70500000000175,41200.59999990463,2021-10-27T16:22:48.421Z,41213.691,1635351725,incremental,ni_sequenzen,NI_Sequenzen,24,,,,,,,,,,
,Move,canvas.Screen,0_1_0_24,down,response,,41209.299999952316,41197.65,41213.691,41790.200000047684,576.5090000476848,41791.5,2021-10-27T16:22:49.012Z,41797.149,1635351725,incremental,ni_sequenzen,NI_Sequenzen,25,,,,,,,,,,
,Move,canvas.Screen,0_1_0_25,right,response,,41795.700000047684,41780.878,41797.149,51877.09999990463,10079.950999904635,51878,2021-10-27T16:22:59.099Z,51882.973,1635351725,incremental,ni_sequenzen,NI_Sequenzen,26,,,,,,,,,,
,Move,canvas.Screen,0_1_0_26,down,response,,51880.5,51866.255,51882.973,52449.700000047684,566.7270000476856,52450.09999990463,2021-10-27T16:22:59.671Z,52466.568,1635351725,incremental,ni_sequenzen,NI_Sequenzen,27,,,,,,,,,,
,Move,canvas.Screen,0_1_0_27,down,response,,52451.200000047684,52450.011,52466.568,52769.5,302.9320000000007,52770.59999990463,2021-10-27T16:22:59.991Z,52783.259,1635351725,incremental,ni_sequenzen,NI_Sequenzen,28,,,,,,,,,,
,Move,canvas.Screen,0_1_0_28,right,response,,52775.700000047684,52766.557,52783.259,53087,303.7410000000018,53088.200000047684,2021-10-27T16:23:00.309Z,53099.944,1635351725,incremental,ni_sequenzen,NI_Sequenzen,29,,,,,,,,,,
,Move,canvas.Screen,0_1_0_29,right,response,,53093,53083.264,53099.944,53316.700000047684,216.75600004768057,53318.40000009537,2021-10-27T16:23:00.539Z,53366.856,1635351725,incremental,ni_sequenzen,NI_Sequenzen,30,,,,,,,,,,
,Loop,flow.Loop,0_1_0,-999,completion,,18099,18091.208,18125.141,53316.700000047684,35191.55900004768,53319,2021-10-27T16:23:00.540Z,53366.856,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Training_I,flow.Sequence,0_1,,completion,,18090.5,18091.208,18125.141,53316.700000047684,35191.55900004768,53319.40000009537,2021-10-27T16:23:00.540Z,53366.856,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_0_0,cont,response,1,53355.59999990463,53350.609,53366.856,60619.5,7252.644,60619.90000009537,2021-10-27T16:23:07.841Z,60768.492,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_0_1,cont,response,1,60755.299999952316,60751.829,60768.492,64291.799999952316,3523.307999952318,64292.200000047684,2021-10-27T16:23:11.513Z,64302.868,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_0_2,cont,response,1,64294.59999990463,64286.54,64302.868,64689.90000009537,387.0320000953652,64691.299999952316,2021-10-27T16:23:11.912Z,64786.216,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_0_3,cont,response,1,64775.799999952316,64770.085,64786.216,65603.20000004768,816.9840000476834,65604.40000009537,2021-10-27T16:23:12.825Z,65619.985,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_0_4,cont,response,1,65607.70000004768,65603.571,65619.985,66080.29999995232,460.3149999523157,66080.70000004768,2021-10-27T16:23:13.302Z,66186.523,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_0_5,cont,response,1,66165.5,66153.604,66186.523,66916.29999995232,729.7769999523152,66917.59999990463,2021-10-27T16:23:14.138Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_0,,completion,1,53354.700000047684,53350.609,53366.856,66916.29999995232,13549.443999952317,66918.20000004768,2021-10-27T16:23:14.139Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_1_0,,skipped,2,66924.20000004768,,,66924.20000004768,,66924.40000009537,2021-10-27T16:23:14.145Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_1_1,,skipped,2,66928,,,66924.20000004768,,66928.20000004768,2021-10-27T16:23:14.149Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_1_2,,skipped,2,66931.29999995232,,,66924.20000004768,,66931.59999990463,2021-10-27T16:23:14.152Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_1_3,,skipped,2,66936.5,,,66924.20000004768,,66936.90000009537,2021-10-27T16:23:14.158Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_1_4,,skipped,2,66940.40000009537,,,66924.20000004768,,66940.70000004768,2021-10-27T16:23:14.162Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_1_5,,skipped,2,66944.29999995232,,,66924.20000004768,,66944.40000009537,2021-10-27T16:23:14.165Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_1,,completion,2,66920.09999990463,,,66924.20000004768,,66944.70000004768,2021-10-27T16:23:14.166Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_2_0,,skipped,3,66947.09999990463,,,66947.09999990463,,66947.20000004768,2021-10-27T16:23:14.168Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_2_1,,skipped,3,66948.40000009537,,,66947.09999990463,,66948.5,2021-10-27T16:23:14.169Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_2_2,,skipped,3,66949.79999995232,,,66947.09999990463,,66949.79999995232,2021-10-27T16:23:14.171Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_2_3,,skipped,3,66951,,,66947.09999990463,,66951.09999990463,2021-10-27T16:23:14.172Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_2_4,,skipped,3,66952.29999995232,,,66947.09999990463,,66952.5,2021-10-27T16:23:14.173Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_2_5,,skipped,3,66953.40000009537,,,66947.09999990463,,66953.40000009537,2021-10-27T16:23:14.174Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_2,,completion,3,66945.5,,,66947.09999990463,,66953.59999990463,2021-10-27T16:23:14.174Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_3_0,,skipped,4,66955,,,66955,,66955.09999990463,2021-10-27T16:23:14.176Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_3_1,,skipped,4,66956.90000009537,,,66955,,66957,2021-10-27T16:23:14.178Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_3_2,,skipped,4,66957.90000009537,,,66955,,66958,2021-10-27T16:23:14.179Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_3_3,,skipped,4,66958.70000004768,,,66955,,66958.79999995232,2021-10-27T16:23:14.180Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_3_4,,skipped,4,66959.5,,,66955,,66959.59999990463,2021-10-27T16:23:14.180Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_3_5,,skipped,4,66960.29999995232,,,66955,,66960.29999995232,2021-10-27T16:23:14.181Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_3,,completion,4,66954.09999990463,,,66955,,66960.5,2021-10-27T16:23:14.181Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_4_0,,skipped,5,66961.5,,,66961.5,,66961.70000004768,2021-10-27T16:23:14.182Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_4_1,,skipped,5,66962.40000009537,,,66961.5,,66962.5,2021-10-27T16:23:14.183Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_4_2,,skipped,5,66963.09999990463,,,66961.5,,66963.09999990463,2021-10-27T16:23:14.184Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_4_3,,skipped,5,66963.70000004768,,,66961.5,,66963.79999995232,2021-10-27T16:23:14.185Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_4_4,,skipped,5,66964.29999995232,,,66961.5,,66964.40000009537,2021-10-27T16:23:14.185Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_4_5,,skipped,5,66965.09999990463,,,66961.5,,66965.09999990463,2021-10-27T16:23:14.186Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_4,,completion,5,66960.79999995232,,,66961.5,,66965.20000004768,2021-10-27T16:23:14.186Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_5_0,,skipped,6,66966.09999990463,,,66966.09999990463,,66966.20000004768,2021-10-27T16:23:14.187Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_5_1,,skipped,6,66967,,,66966.09999990463,,66967,2021-10-27T16:23:14.188Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_5_2,,skipped,6,66967.70000004768,,,66966.09999990463,,66967.70000004768,2021-10-27T16:23:14.189Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_5_3,,skipped,6,66969,,,66966.09999990463,,66969,2021-10-27T16:23:14.190Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_5_4,,skipped,6,66969.70000004768,,,66966.09999990463,,66969.70000004768,2021-10-27T16:23:14.191Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_5_5,,skipped,6,66970.5,,,66966.09999990463,,66970.5,2021-10-27T16:23:14.191Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_5,,completion,6,66965.5,,,66966.09999990463,,66970.59999990463,2021-10-27T16:23:14.191Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_6_0,,skipped,7,66971.5,,,66971.5,,66971.5,2021-10-27T16:23:14.192Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_6_1,,skipped,7,66972,,,66971.5,,66972.09999990463,2021-10-27T16:23:14.193Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_6_2,,skipped,7,66972.59999990463,,,66971.5,,66972.70000004768,2021-10-27T16:23:14.193Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_6_3,,skipped,7,66973.20000004768,,,66971.5,,66973.20000004768,2021-10-27T16:23:14.194Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_6_4,,skipped,7,66973.70000004768,,,66971.5,,66973.79999995232,2021-10-27T16:23:14.195Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_6_5,,skipped,7,66974.29999995232,,,66971.5,,66974.29999995232,2021-10-27T16:23:14.195Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_6,,completion,7,66970.79999995232,,,66971.5,,66974.40000009537,2021-10-27T16:23:14.195Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_7_0,,skipped,8,66975.09999990463,,,66975.09999990463,,66975.09999990463,2021-10-27T16:23:14.196Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_7_1,,skipped,8,66975.70000004768,,,66975.09999990463,,66975.70000004768,2021-10-27T16:23:14.197Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_7_2,,skipped,8,66976.20000004768,,,66975.09999990463,,66976.20000004768,2021-10-27T16:23:14.197Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_7_3,,skipped,8,66976.79999995232,,,66975.09999990463,,66976.79999995232,2021-10-27T16:23:14.198Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_7_4,,skipped,8,66977.79999995232,,,66975.09999990463,,66977.90000009537,2021-10-27T16:23:14.199Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_7_5,,skipped,8,66978.5,,,66975.09999990463,,66978.5,2021-10-27T16:23:14.199Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_7,,completion,8,66974.70000004768,,,66975.09999990463,,66978.59999990463,2021-10-27T16:23:14.199Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_8_0,,skipped,9,66979.29999995232,,,66979.29999995232,,66979.40000009537,2021-10-27T16:23:14.200Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_8_1,,skipped,9,66979.90000009537,,,66979.29999995232,,66980,2021-10-27T16:23:14.201Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_8_2,,skipped,9,66980.40000009537,,,66979.29999995232,,66980.5,2021-10-27T16:23:14.201Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_8_3,,skipped,9,66980.90000009537,,,66979.29999995232,,66981,2021-10-27T16:23:14.202Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_8_4,,skipped,9,66981.59999990463,,,66979.29999995232,,66981.59999990463,2021-10-27T16:23:14.202Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_8_5,,skipped,9,66982,,,66979.29999995232,,66982.09999990463,2021-10-27T16:23:14.203Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_8,,completion,9,66978.90000009537,,,66979.29999995232,,66982.20000004768,2021-10-27T16:23:14.203Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_9_0,,skipped,10,66983,,,66983,,66983.09999990463,2021-10-27T16:23:14.204Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_9_1,,skipped,10,66983.70000004768,,,66983,,66983.70000004768,2021-10-27T16:23:14.205Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_9_2,,skipped,10,66984.20000004768,,,66983,,66984.20000004768,2021-10-27T16:23:14.205Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_9_3,,skipped,10,66984.90000009537,,,66983,,66984.90000009537,2021-10-27T16:23:14.206Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_9_4,,skipped,10,66985.70000004768,,,66983,,66985.70000004768,2021-10-27T16:23:14.207Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_9_5,,skipped,10,66986.5,,,66983,,66986.59999990463,2021-10-27T16:23:14.207Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_9,,completion,10,66982.5,,,66983,,66986.70000004768,2021-10-27T16:23:14.208Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_10_0,,skipped,11,66988.29999995232,,,66988.29999995232,,66988.40000009537,2021-10-27T16:23:14.209Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_10_1,,skipped,11,66989,,,66988.29999995232,,66989.09999990463,2021-10-27T16:23:14.210Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_10_2,,skipped,11,66989.59999990463,,,66988.29999995232,,66989.59999990463,2021-10-27T16:23:14.210Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_10_3,,skipped,11,66990.09999990463,,,66988.29999995232,,66990.20000004768,2021-10-27T16:23:14.211Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_10_4,,skipped,11,66990.70000004768,,,66988.29999995232,,66990.70000004768,2021-10-27T16:23:14.212Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_10_5,,skipped,11,66991.20000004768,,,66988.29999995232,,66991.20000004768,2021-10-27T16:23:14.212Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_10,,completion,11,66987,,,66988.29999995232,,66991.40000009537,2021-10-27T16:23:14.212Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_11_0,,skipped,12,66992.09999990463,,,66992.09999990463,,66992.09999990463,2021-10-27T16:23:14.213Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_11_1,,skipped,12,66992.59999990463,,,66992.09999990463,,66992.70000004768,2021-10-27T16:23:14.213Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_11_2,,skipped,12,66993.20000004768,,,66992.09999990463,,66993.20000004768,2021-10-27T16:23:14.214Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_11_3,,skipped,12,66993.70000004768,,,66992.09999990463,,66993.70000004768,2021-10-27T16:23:14.215Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_11_4,,skipped,12,66994.20000004768,,,66992.09999990463,,66994.20000004768,2021-10-27T16:23:14.215Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_11_5,,skipped,12,66994.79999995232,,,66992.09999990463,,66994.79999995232,2021-10-27T16:23:14.216Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_11,,completion,12,66991.59999990463,,,66992.09999990463,,66994.90000009537,2021-10-27T16:23:14.216Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_12_0,,skipped,13,66995.5,,,66995.59999990463,,66995.59999990463,2021-10-27T16:23:14.216Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_12_1,,skipped,13,66996.70000004768,,,66995.59999990463,,66996.70000004768,2021-10-27T16:23:14.218Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_3,canvas.Screen,0_2_12_2,,skipped,13,66997.29999995232,,,66995.59999990463,,66997.29999995232,2021-10-27T16:23:14.218Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_4,canvas.Screen,0_2_12_3,,skipped,13,66997.90000009537,,,66995.59999990463,,66997.90000009537,2021-10-27T16:23:14.219Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_5,canvas.Screen,0_2_12_4,,skipped,13,66998.40000009537,,,66995.59999990463,,66998.40000009537,2021-10-27T16:23:14.219Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_6,canvas.Screen,0_2_12_5,,skipped,13,66998.90000009537,,,66995.59999990463,,66999,2021-10-27T16:23:14.220Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Sequence,flow.Sequence,0_2_12,,completion,13,66995.09999990463,,,66995.59999990463,,66999,2021-10-27T16:23:14.220Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_1,canvas.Screen,0_2_13_0,,skipped,14,66999.79999995232,,,66999.79999995232,,66999.79999995232,2021-10-27T16:23:14.221Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
,Screen_2,canvas.Screen,0_2_13_1,,skipped,14,67000.40000009537,,,66999.79999995232,,67000.40000009537,2021-10-27T16:23:14.221Z,67103.767,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,,,,,,,,,,
